V101	countyfips	countyname
364805946.0	39035	"Cuyahoga OH"
364805969.0	48061	"Cameron TX"
364806005.0	12057	"Hillsborough FL"
364806012.0	48201	"Harris TX"
364806032.0	25021	"Norfolk MA"
364806090.0	06019	"Fresno CA"
364806107.0	34029	"Ocean NJ"
364806382.0	48029	"Bexar TX"
364806983.0	36085	"Richmond NY"
364807265.0	17197	"Will IL"
364808149.0	36027	"Dutchess NY"
364808223.0	36103	"Suffolk NY"
364808267.0	17031	"Cook IL"
364808269.0	36047	"Kings NY"
364808280.0	09003	"Hartford CT"
364808353.0	17031	"Cook IL"
364808373.0	17043	"DuPage IL"
364808378.0	13135	"Gwinnett GA"
364808518.0	36061	"New York NY"
364808547.0	41039	"Lane OR"
364808727.0	32003	"Clark NV"
364808743.0	24510	"Baltimore city MD"
364808758.0	15009	"Maui HI"
364808817.0	06065	"Riverside CA"
364810008.0	21185	"Oldham KY"
364810797.0	48029	"Bexar TX"
364810974.0	18097	"Marion IN"
364811101.0	34017	"Hudson NJ"
364811166.0	06037	"Los Angeles CA"
364811301.0	29113	"Lincoln MO"
364811321.0	48215	"Hidalgo TX"
364812425.0	36061	"New York NY"
364813361.0	12073	"Leon FL"
364813365.0	48453	"Travis TX"
364813428.0	12081	"Manatee FL"
364813462.0	06047	"Merced CA"
364813492.0	48061	"Cameron TX"
364813526.0	06037	"Los Angeles CA"
364813534.0	12057	"Hillsborough FL"
364813543.0	04019	"Pima AZ"
364813648.0	18097	"Marion IN"
364813702.0	48141	"El Paso TX"
364813759.0	48453	"Travis TX"
364813777.0	12057	"Hillsborough FL"
364815683.0	06037	"Los Angeles CA"
364815939.0	36103	"Suffolk NY"
364815996.0	17089	"Kane IL"
364816046.0	51085	"Hanover VA"
364816296.0	39041	"Delaware OH"
364816310.0	10001	"Kent DE"
364816313.0	06037	"Los Angeles CA"
364816390.0	48121	"Denton TX"
364816397.0	48201	"Harris TX"
364816409.0	51700	"Newport News city VA"
364816461.0	48139	"Ellis TX"
364816540.0	12086	"Miami-Dade FL"
364817062.0	48121	"Denton TX"
364817438.0	26125	"Oakland MI"
364817486.0	02090	"Fairbanks North Star Borough AK"
364818605.0	53053	"Pierce WA"
364818660.0	04013	"Maricopa AZ"
364818708.0	48215	"Hidalgo TX"
364818833.0	04013	"Maricopa AZ"
364818859.0	06065	"Riverside CA"
364818863.0	48055	"Caldwell TX"
364818864.0	36081	"Queens NY"
364818885.0	06073	"San Diego CA"
364818892.0	48439	"Tarrant TX"
364818963.0	42089	"Monroe PA"
364819079.0	21047	"Christian KY"
364819243.0	41047	"Marion OR"
364819262.0	06019	"Fresno CA"
364821325.0	53033	"King WA"
364821503.0	39151	"Stark OH"
364821543.0	34017	"Hudson NJ"
364821621.0	37001	"Alamance NC"
364821665.0	49035	"Salt Lake UT"
364821702.0	42069	"Lackawanna PA"
364821794.0	53033	"King WA"
364823650.0	36081	"Queens NY"
364824116.0	48029	"Bexar TX"
364824160.0	47125	"Montgomery TN"
364824169.0	55025	"Dane WI"
364824183.0	41005	"Clackamas OR"
364824234.0	17031	"Cook IL"
364824371.0	06037	"Los Angeles CA"
364824381.0	37167	"Stanly NC"
364825964.0	12057	"Hillsborough FL"
364827038.0	06059	"Orange CA"
364827084.0	06065	"Riverside CA"
364827134.0	08101	"Pueblo CO"
364827165.0	34003	"Bergen NJ"
364827223.0	12086	"Miami-Dade FL"
364827303.0	17031	"Cook IL"
364827523.0	33011	"Hillsborough NH"
364829936.0	49035	"Salt Lake UT"
364829945.0	53033	"King WA"
364830089.0	48113	"Dallas TX"
364830138.0	27037	"Dakota MN"
364830259.0	48113	"Dallas TX"
364830292.0	48201	"Harris TX"
364832740.0	12057	"Hillsborough FL"
364832782.0	12103	"Pinellas FL"
364832812.0	48061	"Cameron TX"
364832860.0	06065	"Riverside CA"
364832896.0	06071	"San Bernardino CA"
364832914.0	06073	"San Diego CA"
364832975.0	06069	"San Benito CA"
364835479.0	39035	"Cuyahoga OH"
364835480.0	12001	"Alachua FL"
364835728.0	37051	"Cumberland NC"
364835742.0	34039	"Union NJ"
364837165.0	48355	"Nueces TX"
364837764.0	48139	"Ellis TX"
364838469.0	35001	"Bernalillo NM"
364838498.0	19163	"Scott IA"
364838535.0	13067	"Cobb GA"
364838590.0	36081	"Queens NY"
364838692.0	06085	"Santa Clara CA"
364838696.0	06037	"Los Angeles CA"
364838714.0	06071	"San Bernardino CA"
364838759.0	04013	"Maricopa AZ"
364838967.0	06029	"Kern CA"
364840487.0	48215	"Hidalgo TX"
364840593.0	48245	"Jefferson TX"
364841260.0	39035	"Cuyahoga OH"
364841275.0	06029	"Kern CA"
364895429.0	12103	"Pinellas FL"
364895558.0	12031	"Duval FL"
364895560.0	49011	"Davis UT"
364895692.0	12086	"Miami-Dade FL"
364895784.0	06037	"Los Angeles CA"
364895832.0	01055	"Etowah AL"
364895859.0	36005	"Bronx NY"
364896138.0	06109	"Tuolumne CA"
364896146.0	06023	"Humboldt CA"
364897995.0	34017	"Hudson NJ"
364898311.0	48201	"Harris TX"
364898367.0	39151	"Stark OH"
364898452.0		""
364898467.0	06065	"Riverside CA"
364898482.0	06077	"San Joaquin CA"
364898524.0	06037	"Los Angeles CA"
364900287.0	12086	"Miami-Dade FL"
364900971.0	29510	"St. Louis city MO"
364901193.0	33011	"Hillsborough NH"
364901255.0	06083	"Santa Barbara CA"
364901256.0	12117	"Seminole FL"
364903254.0	48141	"El Paso TX"
364903314.0	48201	"Harris TX"
364903337.0	36051	"Livingston NY"
364903490.0	04013	"Maricopa AZ"
364903563.0	35013	"Dona Ana NM"
364903586.0	04025	"Yavapai AZ"
364903614.0	01003	"Baldwin AL"
364903628.0	04019	"Pima AZ"
364903630.0	12086	"Miami-Dade FL"
364903667.0	39153	"Summit OH"
364905810.0	22031	"De Soto Parish LA"
364905820.0	06065	"Riverside CA"
364905946.0	12086	"Miami-Dade FL"
364905968.0	48029	"Bexar TX"
364906060.0	12011	"Broward FL"
364906092.0	42125	"Washington PA"
364906140.0	36047	"Kings NY"
364906232.0	04019	"Pima AZ"
364906290.0	26147	"St. Clair MI"
364906327.0	26161	"Washtenaw MI"
364906347.0	12097	"Osceola FL"
364906395.0	04013	"Maricopa AZ"
364908624.0	15003	"Honolulu HI"
364908637.0	36005	"Bronx NY"
364908653.0	12095	"Orange FL"
364908713.0	51153	"Prince William VA"
364908748.0	36005	"Bronx NY"
364908761.0	17197	"Will IL"
364908778.0	24003	"Anne Arundel MD"
364908800.0	06037	"Los Angeles CA"
364908811.0	06037	"Los Angeles CA"
364908851.0	12011	"Broward FL"
364908874.0	17031	"Cook IL"
364910848.0	47157	"Shelby TN"
364910855.0	12095	"Orange FL"
364910899.0	12086	"Miami-Dade FL"
364910947.0	26145	"Saginaw MI"
364911003.0	48029	"Bexar TX"
364911017.0	06071	"San Bernardino CA"
364911021.0	36119	"Westchester NY"
364911152.0	12099	"Palm Beach FL"
364911217.0	06037	"Los Angeles CA"
364911225.0	08059	"Jefferson CO"
364911250.0	06037	"Los Angeles CA"
364911259.0	36087	"Rockland NY"
364911290.0	32003	"Clark NV"
364911471.0	42101	"Philadelphia PA"
364911495.0	36047	"Kings NY"
364911534.0	12097	"Osceola FL"
364913439.0	11001	"District of Columbia DC"
364913551.0	17031	"Cook IL"
364913581.0	12057	"Hillsborough FL"
364913726.0	48141	"El Paso TX"
364913904.0	04021	"Pinal AZ"
364913927.0		""
364913956.0	48141	"El Paso TX"
364914234.0	41057	"Tillamook OR"
364915840.0	12095	"Orange FL"
364915897.0	08041	"El Paso CO"
364915947.0	04013	"Maricopa AZ"
364915959.0	06037	"Los Angeles CA"
364915981.0	42079	"Luzerne PA"
364916060.0	06095	"Solano CA"
364916086.0	12097	"Osceola FL"
364916093.0	24005	"Baltimore MD"
364916097.0	06019	"Fresno CA"
364916164.0	17031	"Cook IL"
364916177.0	48029	"Bexar TX"
364916238.0	35005	"Chaves NM"
364916265.0	08035	"Douglas CO"
364916326.0	06037	"Los Angeles CA"
364916329.0	12011	"Broward FL"
364916358.0	06047	"Merced CA"
364916470.0	04019	"Pima AZ"
364917670.0		""
364918200.0	53053	"Pierce WA"
364918224.0	45077	"Pickens SC"
364918251.0	36047	"Kings NY"
364918268.0	12086	"Miami-Dade FL"
364918392.0	06037	"Los Angeles CA"
364918530.0	06037	"Los Angeles CA"
364918550.0	08123	"Weld CO"
364918663.0	48439	"Tarrant TX"
364920615.0	06065	"Riverside CA"
364922639.0	06073	"San Diego CA"
364923336.0	06037	"Los Angeles CA"
364925407.0	34017	"Hudson NJ"
364925580.0	17031	"Cook IL"
364927642.0	48061	"Cameron TX"
364927688.0	48479	"Webb TX"
364930205.0	06097	"Sonoma CA"
364934634.0	36081	"Queens NY"
364934722.0	48175	"Goliad TX"
364934899.0	36081	"Queens NY"
364934961.0	12097	"Osceola FL"
364936911.0	36119	"Westchester NY"
364937654.0	42103	"Pike PA"
364938697.0	51550	"Chesapeake city VA"
364940283.0	36119	"Westchester NY"
364940327.0	45045	"Greenville SC"
364942320.0	10005	"Sussex DE"
364942461.0	02020	"Anchorage Borough AK"
364944828.0	06037	"Los Angeles CA"
364947461.0	18089	"Lake IN"
364947575.0	06075	"San Francisco CA"
364947802.0	18039	"Elkhart IN"
364947896.0	51013	"Arlington VA"
364949965.0	39099	"Mahoning OH"
364952189.0	06037	"Los Angeles CA"
364952230.0	41051	"Multnomah OR"
364952403.0	12099	"Palm Beach FL"
364952629.0	06077	"San Joaquin CA"
364952928.0	34031	"Passaic NJ"
364953900.0	04013	"Maricopa AZ"
364954097.0	34029	"Ocean NJ"
360027396.0	55139	"Winnebago WI"
360976806.0	16001	"Ada ID"
360979213.0	08045	"Garfield CO"
360983251.0	04013	"Maricopa AZ"
360983405.0	04013	"Maricopa AZ"
360988408.0	33019	"Sullivan NH"
362552473.0	12011	"Broward FL"
360987333.0	41051	"Multnomah OR"
361676737.0	27053	"Hennepin MN"
360975874.0	09001	"Fairfield CT"
360966471.0	24027	"Howard MD"
360943828.0	42091	"Montgomery PA"
360988132.0	48307	"McCulloch TX"
360982077.0	53031	"Jefferson WA"
360967657.0	40109	"Oklahoma OK"
360982816.0	41005	"Clackamas OR"
360985960.0	55101	"Racine WI"
360644592.0	17019	"Champaign IL"
360975972.0	48439	"Tarrant TX"
360900556.0	17091	"Kankakee IL"
360984182.0	17031	"Cook IL"
361056232.0	51041	"Chesterfield VA"
360987010.0	34005	"Burlington NJ"
362409246.0	12083	"Marion FL"
360700940.0	19113	"Linn IA"
360987526.0	27123	"Ramsey MN"
361015167.0	34027	"Morris NJ"
363653955.0	37063	"Durham NC"
360991389.0	18135	"Randolph IN"
360981873.0	37081	"Guilford NC"
361043377.0	55093	"Pierce WI"
360823383.0	02090	"Fairbanks North Star Borough AK"
360943049.0	27053	"Hennepin MN"
360967132.0	37067	"Forsyth NC"
360962655.0	55127	"Walworth WI"
360919892.0	06013	"Contra Costa CA"
360779349.0	28139	"Tippah MS"
360982592.0	21067	"Fayette KY"
360980282.0	24037	"St. Marys MD"
360962774.0	41057	"Tillamook OR"
364030173.0	49057	"Weber UT"
360983455.0	11001	"District of Columbia DC"
360987436.0	18177	"Wayne IN"
363955122.0	17201	"Winnebago IL"
360990947.0	04019	"Pima AZ"
360990561.0	51021	"Bland VA"
361502441.0	12031	"Duval FL"
360987266.0	32003	"Clark NV"
360962155.0	06029	"Kern CA"
360943097.0	08031	"Denver CO"
360982905.0	15003	"Honolulu HI"
364023053.0	41047	"Marion OR"
364060503.0	27097	"Morrison MN"
360027147.0	34025	"Monmouth NJ"
360974813.0	13039	"Camden GA"
360994667.0	05119	"Pulaski AR"
360979164.0	25017	"Middlesex MA"
360991812.0	47093	"Knox TN"
362017360.0	06001	"Alameda CA"
362402103.0	06037	"Los Angeles CA"
360987327.0	51179	"Stafford VA"
360962691.0	24031	"Montgomery MD"
364242801.0	06041	"Marin CA"
360986259.0	26081	"Kent MI"
361560333.0	06081	"San Mateo CA"
364182704.0	06037	"Los Angeles CA"
360883446.0	41047	"Marion OR"
363263976.0	06067	"Sacramento CA"
361031662.0	27039	"Dodge MN"
360979880.0	45053	"Jasper SC"
360994618.0	17097	"Lake IL"
360976159.0	27035	"Crow Wing MN"
361019031.0	34003	"Bergen NJ"
360982230.0	20091	"Johnson KS"
360962890.0	36119	"Westchester NY"
360024363.0	06087	"Santa Cruz CA"
360983070.0	34025	"Monmouth NJ"
363048425.0	48085	"Collin TX"
360974529.0	51013	"Arlington VA"
360989587.0	31109	"Lancaster NE"
360979119.0	05119	"Pulaski AR"
360966838.0	06059	"Orange CA"
362483633.0	39095	"Lucas OH"
360991166.0	04013	"Maricopa AZ"
360982813.0	42089	"Monroe PA"
360987989.0	06001	"Alameda CA"
360943831.0	55035	"Eau Claire WI"
363517420.0	35027	"Lincoln NM"
360979605.0	17137	"Morgan IL"
360979774.0	42091	"Montgomery PA"
360987699.0	18077	"Jefferson IN"
364041289.0	27131	"Rice MN"
360987378.0	16055	"Kootenai ID"
360987295.0	25023	"Plymouth MA"
359938461.0	08077	"Mesa CO"
360027136.0	19111	"Lee IA"
360962606.0	27053	"Hennepin MN"
360986224.0	41051	"Multnomah OR"
360892969.0	17201	"Winnebago IL"
360987460.0	23005	"Cumberland ME"
360984961.0	29510	"St. Louis city MO"
360963053.0	49035	"Salt Lake UT"
360982616.0	01117	"Shelby AL"
360983483.0	41067	"Washington OR"
360983332.0	45051	"Horry SC"
360882722.0	13121	"Fulton GA"
360880498.0	24017	"Charles MD"
360983297.0	29047	"Clay MO"
360987018.0	34029	"Ocean NJ"
361703375.0	25017	"Middlesex MA"
360977005.0	05115	"Pope AR"
361624709.0	04013	"Maricopa AZ"
360983801.0	51059	"Fairfax VA"
360943218.0	04013	"Maricopa AZ"
364027698.0	55117	"Sheboygan WI"
364165120.0	22017	"Caddo Parish LA"
360979256.0	25017	"Middlesex MA"
361013303.0	51153	"Prince William VA"
360989709.0	13121	"Fulton GA"
364069959.0	34011	"Cumberland NJ"
360982692.0	51095	"James City VA"
361542656.0	12099	"Palm Beach FL"
363684277.0	06037	"Los Angeles CA"
360974479.0	53033	"King WA"
360989296.0	37169	"Stokes NC"
360996659.0	17091	"Kankakee IL"
360979252.0	34017	"Hudson NJ"
360941915.0	18003	"Allen IN"
360017685.0	36055	"Monroe NY"
360982800.0	12095	"Orange FL"
362597289.0	48339	"Montgomery TX"
361016185.0	34013	"Essex NJ"
360975014.0	08031	"Denver CO"
360966716.0	42055	"Franklin PA"
360975005.0	51810	"Virginia Beach city VA"
363847925.0	17197	"Will IL"
360986991.0	26145	"Saginaw MI"
360963556.0	33011	"Hillsborough NH"
360982812.0	04019	"Pima AZ"
361011920.0	37107	"Lenoir NC"
360994372.0	29207	"Stoddard MO"
364059931.0	47179	"Washington TN"
360967612.0	47035	"Cumberland TN"
360982871.0	51101	"King William VA"
360976973.0	55027	"Dodge WI"
364006238.0	19153	"Polk IA"
364044251.0	49035	"Salt Lake UT"
360979103.0	37119	"Mecklenburg NC"
360979505.0	29073	"Gasconade MO"
360974531.0	06111	"Ventura CA"
360990967.0	37139	"Pasquotank NC"
360990869.0	31153	"Sarpy NE"
360961372.0	26163	"Wayne MI"
363343138.0	39017	"Butler OH"
360982874.0	01077	"Lauderdale AL"
360982786.0	45019	"Charleston SC"
360966723.0	50007	"Chittenden VT"
364123597.0	26115	"Monroe MI"
361521697.0	06073	"San Diego CA"
360914824.0	04013	"Maricopa AZ"
360901009.0	20091	"Johnson KS"
360966951.0	19177	"Van Buren IA"
361120046.0	12095	"Orange FL"
360990674.0	51015	"Augusta VA"
360985538.0	16067	"Minidoka ID"
360992206.0	50013	"Grand Isle VT"
360982890.0	27157	"Wabasha MN"
360982132.0	01003	"Baldwin AL"
360981427.0	08069	"Larimer CO"
360987440.0	04013	"Maricopa AZ"
360976783.0	01097	"Mobile AL"
363259484.0	06001	"Alameda CA"
362483622.0	06067	"Sacramento CA"
360994295.0	34023	"Middlesex NJ"
364159032.0	15003	"Honolulu HI"
360982818.0	21227	"Warren KY"
360631586.0	19057	"Des Moines IA"
360985730.0	26099	"Macomb MI"
360983266.0	26065	"Ingham MI"
360990655.0	27053	"Hennepin MN"
360982981.0	05131	"Sebastian AR"
360980183.0	04019	"Pima AZ"
360979139.0	18063	"Hendricks IN"
360963619.0	17031	"Cook IL"
361022981.0	37159	"Rowan NC"
360942431.0	13067	"Cobb GA"
363973418.0	48439	"Tarrant TX"
361561658.0	12083	"Marion FL"
361154870.0	06065	"Riverside CA"
360976618.0	04013	"Maricopa AZ"
360983399.0	25025	"Suffolk MA"
363973421.0	48121	"Denton TX"
361362864.0	06037	"Los Angeles CA"
364053705.0	06059	"Orange CA"
361989972.0	48157	"Fort Bend TX"
360962756.0	53033	"King WA"
360966687.0	13097	"Douglas GA"
360974816.0	04013	"Maricopa AZ"
362591026.0	12119	"Sumter FL"
360961977.0	55055	"Jefferson WI"
360996915.0	29105	"Laclede MO"
360974494.0	06075	"San Francisco CA"
360942157.0	37169	"Stokes NC"
360963466.0	53033	"King WA"
361574348.0	36081	"Queens NY"
360962835.0	35035	"Otero NM"
360989458.0	23005	"Cumberland ME"
361012253.0	40143	"Tulsa OK"
360976139.0	26125	"Oakland MI"
360905351.0	26125	"Oakland MI"
364058106.0	12057	"Hillsborough FL"
361029781.0	23025	"Somerset ME"
361016308.0	01003	"Baldwin AL"
360981319.0	26133	"Osceola MI"
364058113.0	31019	"Buffalo NE"
361567458.0	05111	"Poinsett AR"
361011986.0	06095	"Solano CA"
360963483.0	23005	"Cumberland ME"
360979659.0	18005	"Bartholomew IN"
360987168.0	09003	"Hartford CT"
359986242.0	29073	"Gasconade MO"
364067658.0	53033	"King WA"
360985794.0	23031	"York ME"
360974980.0	34011	"Cumberland NJ"
360983396.0	28047	"Harrison MS"
361003452.0	27075	"Lake MN"
360986426.0	24031	"Montgomery MD"
364365761.0	35001	"Bernalillo NM"
360979192.0	41067	"Washington OR"
360914479.0	20173	"Sedgwick KS"
360962851.0	21043	"Carter KY"
363878912.0	25025	"Suffolk MA"
360875986.0	17031	"Cook IL"
360962073.0	24015	"Cecil MD"
360985323.0	38017	"Cass ND"
363343557.0	06111	"Ventura CA"
360893276.0	51590	"Danville city VA"
361001293.0	49049	"Utah UT"
360942102.0	01103	"Morgan AL"
364009609.0	18089	"Lake IN"
363973423.0	39129	"Pickaway OH"
360990919.0	56037	"Sweetwater WY"
363723607.0	36005	"Bronx NY"
362523717.0	39035	"Cuyahoga OH"
363143508.0	12053	"Hernando FL"
360890070.0	06047	"Merced CA"
360986872.0	26163	"Wayne MI"
363969002.0	24027	"Howard MD"
360981866.0	20113	"McPherson KS"
360875772.0	56025	"Natrona WY"
363966567.0	24031	"Montgomery MD"
360941994.0	53033	"King WA"
362473587.0	42051	"Fayette PA"
360980967.0	53033	"King WA"
362372453.0	12105	"Polk FL"
360987474.0	21009	"Barren KY"
361023639.0	34035	"Somerset NJ"
360979828.0	04005	"Coconino AZ"
360986819.0	26147	"St. Clair MI"
360983237.0	55023	"Crawford WI"
360995368.0	24013	"Carroll MD"
364349690.0	26081	"Kent MI"
360983723.0	12099	"Palm Beach FL"
360987176.0	13135	"Gwinnett GA"
364219773.0	48201	"Harris TX"
359471786.0	47065	"Hamilton TN"
360998217.0	16027	"Canyon ID"
360961404.0	37119	"Mecklenburg NC"
361517796.0	06037	"Los Angeles CA"
361041421.0	29097	"Jasper MO"
360997096.0	20169	"Saline KS"
363083302.0	39035	"Cuyahoga OH"
363973430.0	06037	"Los Angeles CA"
361020271.0	09005	"Litchfield CT"
359613954.0	21111	"Jefferson KY"
360983231.0	25017	"Middlesex MA"
360992900.0	01089	"Madison AL"
360967114.0	26065	"Ingham MI"
360985322.0	54061	"Monongalia WV"
363072420.0	18133	"Putnam IN"
363700520.0	42091	"Montgomery PA"
360655801.0	22041	"Franklin Parish LA"
360983334.0	53075	"Whitman WA"
364051136.0	08001	"Adams CO"
360992115.0	13121	"Fulton GA"
360982817.0	47119	"Maury TN"
360984616.0	12011	"Broward FL"
360990715.0	04013	"Maricopa AZ"
362559396.0	48113	"Dallas TX"
360982708.0	34025	"Monmouth NJ"
360887714.0	04013	"Maricopa AZ"
360987498.0	04019	"Pima AZ"
360969124.0	22075	"Plaquemines Parish LA"
360977321.0	04013	"Maricopa AZ"
360890285.0	56005	"Campbell WY"
360974571.0	17043	"DuPage IL"
361010376.0	48201	"Harris TX"
361474503.0	48113	"Dallas TX"
360975043.0	06073	"San Diego CA"
361249453.0	48113	"Dallas TX"
360975998.0	34015	"Gloucester NJ"
363973434.0	42003	"Allegheny PA"
360987468.0	34015	"Gloucester NJ"
364023139.0	47189	"Wilson TN"
361647010.0	48453	"Travis TX"
361140870.0	48279	"Lamb TX"
364028952.0	05111	"Poinsett AR"
360981377.0	01053	"Escambia AL"
362028318.0	42003	"Allegheny PA"
360983588.0	53063	"Spokane WA"
360967229.0	29077	"Greene MO"
360988074.0	29019	"Boone MO"
360983330.0	08119	"Teller CO"
360992257.0	17113	"McLean IL"
360974580.0	04019	"Pima AZ"
360979868.0	24031	"Montgomery MD"
360979727.0	04013	"Maricopa AZ"
364055041.0	35025	"Lea NM"
364009811.0	12033	"Escambia FL"
360967086.0	55059	"Kenosha WI"
360987044.0	29047	"Clay MO"
360980762.0	08031	"Denver CO"
360983326.0	04021	"Pinal AZ"
360985619.0	53063	"Spokane WA"
361020263.0	08069	"Larimer CO"
360989676.0	06037	"Los Angeles CA"
360987267.0	41067	"Washington OR"
360983139.0	24005	"Baltimore MD"
360883365.0	54053	"Mason WV"
360999196.0	21019	"Boyd KY"
360986323.0	01055	"Etowah AL"
360861026.0	06111	"Ventura CA"
363725414.0	47093	"Knox TN"
360982717.0	26075	"Jackson MI"
360983255.0	06085	"Santa Clara CA"
360980911.0	13021	"Bibb GA"
360991784.0	04013	"Maricopa AZ"
364318642.0	04013	"Maricopa AZ"
360982686.0	53061	"Snohomish WA"
360990805.0	34007	"Camden NJ"
363996258.0	06107	"Tulare CA"
364118397.0	28049	"Hinds MS"
361187676.0	42089	"Monroe PA"
360653389.0	06007	"Butte CA"
360674778.0	17121	"Marion IL"
360981505.0	45013	"Beaufort SC"
362654672.0	36081	"Queens NY"
361623776.0	31055	"Douglas NE"
361465280.0	06077	"San Joaquin CA"
360895842.0	48477	"Washington TX"
360983316.0	22033	"East Baton Rouge Parish LA"
364039096.0	17197	"Will IL"
360982884.0	06093	"Siskiyou CA"
360981185.0	50007	"Chittenden VT"
362780017.0	06001	"Alameda CA"
360991140.0	20209	"Wyandotte KS"
361428565.0	48027	"Bell TX"
360961429.0	04015	"Mohave AZ"
360980272.0	53025	"Grant WA"
361372547.0	06111	"Ventura CA"
360985556.0	20091	"Johnson KS"
364083097.0	53053	"Pierce WA"
364028045.0	13295	"Walker GA"
361016597.0	06007	"Butte CA"
360983111.0	13217	"Newton GA"
360980003.0	17031	"Cook IL"
360373420.0	53061	"Snohomish WA"
360983227.0	37089	"Henderson NC"
360893134.0	13025	"Brantley GA"
360942014.0	06029	"Kern CA"
360962052.0	01101	"Montgomery AL"
363774030.0	36075	"Oswego NY"
361992881.0	42131	"Wyoming PA"
360983106.0	06037	"Los Angeles CA"
361714919.0	12111	"St. Lucie FL"
361052920.0	06059	"Orange CA"
360982605.0	34041	"Warren NJ"
362463857.0	06079	"San Luis Obispo CA"
364010012.0	51099	"King George VA"
360041870.0	51760	"Richmond city VA"
360990751.0	12083	"Marion FL"
360983010.0	09011	"New London CT"
360967679.0	51107	"Loudoun VA"
363770761.0	26157	"Tuscola MI"
364157234.0	04013	"Maricopa AZ"
360983205.0	06059	"Orange CA"
359967532.0	40081	"Lincoln OK"
360953796.0	42017	"Bucks PA"
361020392.0	15003	"Honolulu HI"
360982741.0	26121	"Muskegon MI"
364071337.0	53033	"King WA"
360988194.0	21111	"Jefferson KY"
360966752.0	12011	"Broward FL"
360962690.0	49035	"Salt Lake UT"
361030642.0	51107	"Loudoun VA"
360979155.0	17119	"Madison IL"
361006735.0	17135	"Montgomery IL"
362004961.0	48021	"Bastrop TX"
360979604.0	51143	"Pittsylvania VA"
364057565.0	08059	"Jefferson CO"
361130989.0	06071	"San Bernardino CA"
360034025.0	21151	"Madison KY"
360990633.0	05093	"Mississippi AR"
360989441.0	41005	"Clackamas OR"
360968219.0	55097	"Portage WI"
360967742.0	55139	"Winnebago WI"
360870723.0	27107	"Norman MN"
360986250.0	51041	"Chesterfield VA"
360979136.0	51059	"Fairfax VA"
364239043.0	18089	"Lake IN"
360976888.0	30031	"Gallatin MT"
361062293.0	25013	"Hampden MA"
361021847.0	37183	"Wake NC"
360966624.0	26081	"Kent MI"
360980162.0	34027	"Morris NJ"
360913807.0	45023	"Chester SC"
360979079.0	27053	"Hennepin MN"
361529683.0	36055	"Monroe NY"
364168150.0	12117	"Seminole FL"
360991198.0	26005	"Allegan MI"
360668514.0	13285	"Troup GA"
360982954.0	24043	"Washington MD"
360989798.0	29189	"St. Louis MO"
363973444.0	48339	"Montgomery TX"
362926922.0	13247	"Rockdale GA"
360989948.0	55109	"St. Croix WI"
360998234.0	12001	"Alachua FL"
360949513.0	17051	"Fayette IL"
361704019.0	06075	"San Francisco CA"
360914495.0	12103	"Pinellas FL"
360962960.0	45013	"Beaufort SC"
360994908.0	12009	"Brevard FL"
361682168.0	12095	"Orange FL"
360983057.0	25005	"Bristol MA"
360994686.0	29183	"St. Charles MO"
364044420.0	36007	"Broome NY"
361002239.0	12086	"Miami-Dade FL"
360994741.0	35057	"Torrance NM"
360991117.0	04027	"Yuma AZ"
360998903.0	51800	"Suffolk city VA"
360989540.0	34003	"Bergen NJ"
360941892.0	12109	"St. Johns FL"
361356737.0	06037	"Los Angeles CA"
360982848.0	13051	"Chatham GA"
360982781.0	06001	"Alameda CA"
360966607.0	25011	"Franklin MA"
360966899.0	51177	"Spotsylvania VA"
360982804.0	47093	"Knox TN"
360982886.0	12057	"Hillsborough FL"
360983092.0	21049	"Clark KY"
360987340.0	26081	"Kent MI"
360962553.0	26163	"Wayne MI"
360875689.0	05123	"St. Francis AR"
363973447.0	48439	"Tarrant TX"
360985903.0	33013	"Merrimack NH"
360991033.0	51775	"Salem city VA"
359678975.0	16031	"Cassia ID"
363874070.0	24031	"Montgomery MD"
363887636.0	06081	"San Mateo CA"
360982998.0	36103	"Suffolk NY"
360987259.0	26057	"Gratiot MI"
360982086.0	27053	"Hennepin MN"
360976682.0	04027	"Yuma AZ"
360989059.0	48157	"Fort Bend TX"
360987251.0	21087	"Green KY"
363752792.0	21037	"Campbell KY"
363892995.0	55057	"Juneau WI"
360892739.0	13137	"Habersham GA"
360979131.0	01003	"Baldwin AL"
364474784.0	34007	"Camden NJ"
360982473.0	13175	"Laurens GA"
360909818.0	16011	"Bingham ID"
360983323.0	45045	"Greenville SC"
360980851.0	37089	"Henderson NC"
360987959.0	04013	"Maricopa AZ"
360942534.0	20111	"Lyon KS"
360988400.0	34025	"Monmouth NJ"
360997509.0	27053	"Hennepin MN"
360900769.0	04021	"Pinal AZ"
360986794.0	30111	"Yellowstone MT"
364149149.0	51153	"Prince William VA"
362251088.0	39151	"Stark OH"
361651839.0	12099	"Palm Beach FL"
361774102.0	06071	"San Bernardino CA"
360688716.0	24015	"Cecil MD"
360984336.0	37063	"Durham NC"
360989326.0	35013	"Dona Ana NM"
360986996.0	29025	"Caldwell MO"
362054946.0	39093	"Lorain OH"
360017259.0	10005	"Sussex DE"
360981396.0	39113	"Montgomery OH"
361001322.0	41043	"Linn OR"
360993569.0	06037	"Los Angeles CA"
360979074.0	25017	"Middlesex MA"
360966749.0	17119	"Madison IL"
362514643.0	42035	"Clinton PA"
363939039.0	29189	"St. Louis MO"
